Title,Title2,starrating,View,Keywords,Salary,Location,Keywords5,Skill1,Skill2,Skill3,Skill4,Skill5,Skll6,Skill7,Skill8,Type,Type13,Role,Industry_Type_1,Industry_Type_2,Functional_Area,Employment_Type,Role_Category
Data Scientist,Catalyst,,,2-7 Yrs,Not disclosed,Bengaluru,"IT Skills
Machine Learning
Big Data
Data Science
NLP
Data Scientist
Machine learning
Predictive",IT Skills,Machine Learning,Big Data,Data Science,NLP,Data Scientist,Machine learning,Predictive,PREMIUM,14 DAYS AGO,Other,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Other
Lead Data Scientist - Python/ R/ SQL,e-Hireo Global Pvt Ltd,,,3-8 Yrs,Not disclosed,Bengaluru,"Data Science
R
eCommerce
Data Scientist
Data Visualization
Data Analytics
Python
SQL",Data Science,R,eCommerce,Data Scientist,Data Visualization,Data Analytics,Python,SQL,PREMIUM,4 DAYS AGO,Data Analyst,Internet, Ecommerce,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Senior Data Scientist - CPG Sector,NovoTree Minds Consulting Pvt. Ltd.,,,5-10 Yrs,Not disclosed,Bengaluru,"Data Science
Data Scientist
Data Management
Statistical Modeling
GLM / Mix Models
Data Modeling
Data Analytics
Statistics",Data Science,Data Scientist,Data Management,Statistical Modeling,GLM / Mix Models,Data Modeling,Data Analytics,Statistics,PREMIUM,4 DAYS AGO,Other,FMCG, Foods,Analytics & Business Intelligence,"Full Time, Permanent",Other
Data Scientist,Verifiedhires  ,,,2-7 Yrs,Not disclosed,Bengaluru,"IT Skills
Python
Machine Learning
Big Data
Data Science
Predictive Modeling
R
NoSQL",IT Skills,Python,Machine Learning,Big Data,Data Science,Predictive Modeling,R,NoSQL,PREMIUM,30+ DAYS AGO,Data Scientist,IT-Software, Software Services,IT Software - eCommerce,"Full Time, Permanent",Not mentioned
Associate Director - Data Operations,ExecBoardinAsia,,,5-10 Yrs,Not disclosed,Bengaluru,"Data management
data science
Business analytics
Architectural design
Customer support
High level design
Associate Director
big data",Data management,data science,Business analytics,Architectural design,Customer support,High level design,Associate Director,big data,,9 DAYS AGO,System Analyst,Recruitment, Staffing,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Immediate opening For Data Scientist @Ahmedabad,Azine Technologies,3.7,(7 Reviews),2-4 Yrs,"2,00,000 - 5,00,000 PA.",Ahmedabad,"IT Skills
Python
Tableau
Data Science
R
MongoDB
Deep Learning
Python",IT Skills,Python,Tableau,Data Science,R,MongoDB,Deep Learning,Python,,12 DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - Other,"Full Time, Permanent",Programming & Design
Data Scientist/ Senior Data Scientist - CPG Domain,NovoTree Minds Consulting Pvt. Ltd.,,,4-8 Yrs,Not disclosed,Bengaluru,"Data Science
Data Scientist
Statistical Modeling
Statistics
Analytics
SQL
Python",Data Science,Data Scientist,Statistical Modeling,Statistics,Analytics,SQL,Python,,HOT JOB,4 DAYS AGO,Data Analyst,FMCG, Foods,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Data Scientist - Algorithm/ Machine Learning,Ally -eXecutive HR Consulting Partner,,,6-9 Yrs,Not disclosed,Bengaluru,"IT Skills
Python
Machine Learning
Cloud
Big Data
AWS
Tensorflow
Data Science",IT Skills,Python,Machine Learning,Cloud,Big Data,AWS,Tensorflow,Data Science,PREMIUM,30+ DAYS AGO,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Lead - Data Scientist,Catalyst,,,6-11 Yrs,Not disclosed,Bengaluru,"IT Skills
Machine Learning
Big Data
Data Science
Data Scientist
Machine learning
Predictive
Time Series",IT Skills,Machine Learning,Big Data,Data Science,Data Scientist,Machine learning,Predictive,Time Series,PREMIUM,14 DAYS AGO,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Lead Data Scientist,Catalyst,,,2-4 Yrs,Not disclosed,Bengaluru,"IT Skills
Testing
Machine Learning
Data Science
Pattern Recognition
Artificial Intelligence AI
Image Processing
Computer Science",IT Skills,Testing,Machine Learning,Data Science,Pattern Recognition,Artificial Intelligence AI,Image Processing,Computer Science,PREMIUM,14 DAYS AGO,Other,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Other
Lead Data Scientist,Catalyst,,,2-2 Yrs,Not disclosed,Bengaluru,"IT Skills
Testing
Machine Learning
Data Science
Pattern Recognition
Artificial Intelligence AI
Image Processing
Computer Science",IT Skills,Testing,Machine Learning,Data Science,Pattern Recognition,Artificial Intelligence AI,Image Processing,Computer Science,PREMIUM,14 DAYS AGO,Other,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Other
Manager - Data Scientist/python,Huquo Consulting Pvt. Ltd,,,5-8 Yrs,Not disclosed,Gurgaon,"Data Science
NLP
Retail Analytics
Data Scientist
Data Management
Statistics
Python",Data Science,NLP,Retail Analytics,Data Scientist,Data Management,Statistics,Python,,PREMIUM,4 DAYS AGO,Analytics Manager,KPO, Research,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Platform Architect Big Data,ExecBoardinAsia,,,5-10 Yrs,Not disclosed,Bengaluru,"Telecom
Resource utilization
data science
Architectural design
Manager Technology
Vice President
Mentor
Deployment",Telecom,Resource utilization,data science,Architectural design,Manager Technology,Vice President,Mentor,Deployment,,,Technical Architect,Recruitment, Staffing,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Data Analyst | Leading Company | Mumbai,Hindco Recruitment Consultants,,,2-7 Yrs,Not disclosed,"Mumbai Suburbs, Mumbai, Thane","python
data analysis
data management
oracle
c
sas
tableau consultant
data mining",python,data analysis,data management,oracle,c,sas,tableau consultant,data mining,,,System Analyst,Pharma, Biotech,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Lead - Data Scientist,Bion,,,6-11 Yrs,Not disclosed,Bengaluru,"IT Skills
Machine Learning
Big Data
Data Science
Data Scientist
Machine learning
Predictive
Time Series",IT Skills,Machine Learning,Big Data,Data Science,Data Scientist,Machine learning,Predictive,Time Series,PREMIUM,14 DAYS AGO,Analytics Manager,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Data Scientist,Bion,,,2-7 Yrs,Not disclosed,Bengaluru,"IT Skills
Machine Learning
Big Data
Data Science
NLP
Data Scientist
Machine learning
Predictive",IT Skills,Machine Learning,Big Data,Data Science,NLP,Data Scientist,Machine learning,Predictive,PREMIUM,14 DAYS AGO,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Lead - Data Scientist,Bion,,,6-10 Yrs,Not disclosed,Bengaluru,"IT Skills
Machine Learning
Big Data
Data Science
Data Scientist
Machine learning
Predictive
Time Series",IT Skills,Machine Learning,Big Data,Data Science,Data Scientist,Machine learning,Predictive,Time Series,PREMIUM,14 DAYS AGO,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Lead - Data Scientist,Bion,,,6-8 Yrs,Not disclosed,Bengaluru,"IT Skills
Machine Learning
Big Data
Data Science
Data Scientist
Machine learning
Predictive
Time Series",IT Skills,Machine Learning,Big Data,Data Science,Data Scientist,Machine learning,Predictive,Time Series,PREMIUM,14 DAYS AGO,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Lead Data Scientist,Bion,,,2-7 Yrs,Not disclosed,Bengaluru,"IT Skills
Testing
Machine Learning
Data Science
Pattern Recognition
Artificial Intelligence AI
Image Processing
Computer Science",IT Skills,Testing,Machine Learning,Data Science,Pattern Recognition,Artificial Intelligence AI,Image Processing,Computer Science,PREMIUM,14 DAYS AGO,Analytics Manager,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Backend Engineer - Data Warehousing/ Python/ ETL,Catalyst,,,2-5 Yrs,Not disclosed,Bengaluru,"IT Skills
Python
Data Science
Data Science
NoSQL
Postgresql
Hadoop
MongoDB",IT Skills,Python,Data Science,Data Science,NoSQL,Postgresql,Hadoop,MongoDB,PREMIUM,14 DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Data Scientist - Python/r,Catalyst,,,2-6 Yrs,Not disclosed,Bengaluru,"IT Skills
Python
Testing
Data Science
R
Data Scientist
Data Management
product development",IT Skills,Python,Testing,Data Science,R,Data Scientist,Data Management,product development,PREMIUM,14 DAYS AGO,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Big Data Developer - Python/ Hadoop,Catalyst,,,3-8 Yrs,Not disclosed,Bengaluru,"IT Skills
Java
Python
Data Science
Machine Learning
Big Data
Data Science
Java",IT Skills,Java,Python,Data Science,Machine Learning,Big Data,Data Science,Java,PREMIUM,14 DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - DBA,"Full Time, Permanent",Programming & Design
Delivery Manager- Data/ Tech,UpGrad,,,4-9 Yrs,Not disclosed,Mumbai,"Data Science
Team Management
Agile Project Management
Communication Skills
Training Needs
ownership
Artificial Intelligence
team handling",Data Science,Team Management,Agile Project Management,Communication Skills,Training Needs,ownership,Artificial Intelligence,team handling,HOT JOB,11 DAYS AGO,Other,Education, Teaching,Teaching,"Full Time, Permanent",Other
Sr NLP & Text Mining Data Scientist,Valence Health,,,7-12 Yrs,Not disclosed,Pune,"IT Skills
Java
Python
Cloud
Elastic Search
Big Data
AWS
Azure",IT Skills,Java,Python,Cloud,Elastic Search,Big Data,AWS,Azure,PREMIUM,30+ DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Director/senior Director Engineering - Big Data Technologies,Catalyst,,,10-15 Yrs,Not disclosed,Bengaluru,"IT Skills
Java
Software Development
Data Science
Big Data
software development
java
data science",IT Skills,Java,Software Development,Data Science,Big Data,software development,java,data science,PREMIUM,14 DAYS AGO,CEO/MD/Director,IT-Software, Software Services,Top Management,"Full Time, Permanent",Other
Data Scientist - Artificial Intelligence/ Machine Learning,Okda Solutions,,,4-8 Yrs,Not disclosed,Hyderabad,"IT Skills
Oracle
HTML
Tableau
Data Science
R
NLP
NoSQL",IT Skills,Oracle,HTML,Tableau,Data Science,R,NLP,NoSQL,PREMIUM,25 DAYS AGO,Other,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Other
Part time Academic Writer For Operations/ Supply Chain Management,Paperpedia private limited,3.2,(18 Reviews),0-5 Yrs,Not disclosed,"Delhi NCR(Sector-16 Noida), Mumbai, Bengaluru, Gurgaon, Noida, Hyderabad","operations management
economic order qs model
demand forecasting
logistics management
academic research
transportation
logistic mapping
data science",operations management,economic order qs model,demand forecasting,logistics management,academic research,transportation,logistic mapping,data science,HOT JOB,8 DAYS AGO,Other,Education, Teaching,Other,"Part Time, Freelance/Homebased",Other
Data Scientist/Bangalore,Cybernetic Management Professionals ,,,3-7 Yrs,"9,00,000 - 15,00,000 PA.",Bengaluru,"Artificial Intelligence
deep data
Natural Language Processing
Neural Networks
Telematics Control Unit
Scikit Learn
random forest
decision scientist",Artificial Intelligence,deep data,Natural Language Processing,Neural Networks,Telematics Control Unit,Scikit Learn,random forest,decision scientist,,9 DAYS AGO,Data Analyst,Automobile, Auto Anciliary,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
Lead Member Technical Staff - Data Intelligence,"salesforce.com, inc.",,,8-10 Yrs,Not disclosed,Hyderabad,"Operational excellence
data science
Coding
Business analytics
Engineering Manager
Data processing
Data quality
Continuous improvement",Operational excellence,data science,Coding,Business analytics,Engineering Manager,Data processing,Data quality,Continuous improvement,,11 DAYS AGO,Team Lead/Technical Lead,Internet, Ecommerce,IT Software - DBA,"Full Time, Permanent",Programming & Design
Data Scientist,Evalueserve,3.2,(312 Reviews),3-8 Yrs,Not disclosed,Gurgaon,"Data Science
Artificial Intelligence
Natural Language Processing
Text Mining
Machine Learning
Python",Data Science,Artificial Intelligence,Natural Language Processing,Text Mining,Machine Learning,Python,,,HOT JOB,22 DAYS AGO,Other,Banking, Financial Services,Analytics & Business Intelligence,"Full Time, Permanent",Other
Senior Data Scientist,BCG,3.5,(35 Reviews),1-2 Yrs,Not disclosed,"Chennai, Delhi, Mumbai","Computer science
Analytical skills
advanced analytics
SDS
data science
Artificial Intelligence
Machine learning
Management consulting",Computer science,Analytical skills,advanced analytics,SDS,data science,Artificial Intelligence,Machine learning,Management consulting,,30+ DAYS AGO,Software Developer,Strategy, Management Consulting Firms,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Data Scientist - DS & AI Ecosystem - Center Of Excellence,Market Scope,,,8-10 Yrs,Not disclosed,Hyderabad,"IT Skills
Data Science
Data Science
Data Scientist
Artificial Intelligence
Data Management
AI
Data Analytics",IT Skills,Data Science,Data Science,Data Scientist,Artificial Intelligence,Data Management,AI,Data Analytics,PREMIUM,4 DAYS AGO,Data Analyst,IT-Software, Software Services,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI
DATA Scientist,Optimum Business Solutions,,,4-7 Yrs,Not disclosed,Noida,"IT Skills
Python
Data Science
Machine Learning
Manual Testing
Data Science
C
Text Analytics",IT Skills,Python,Data Science,Machine Learning,Manual Testing,Data Science,C,Text Analytics,,4 DAYS AGO,System Analyst,IT-Software, Software Services,IT Software - ERP,"Full Time, Permanent",Programming & Design
Data Scientist(Associate/Sr.Associate),HELLES TALENT SOLUTIONS PRIVATE LIMITED  ,,,6-11 Yrs,Not disclosed,Bengaluru,"Data Science
Data Analytics
DATA SCIENTIST
Deep Learning
Python",Data Science,Data Analytics,DATA SCIENTIST,Deep Learning,Python,,,,,6 DAYS AGO,Trainee,IT-Software, Software Services,IT Software - Other,"Full Time, Permanent",Other
"Senior Advisor, Data Engineering",Varite,3.7,(34 Reviews),4-8 Yrs,Not disclosed,Hyderabad,"IT Skills
Java
Data Science
.Net
spring boot
data science
spark
SCALA",IT Skills,Java,Data Science,.Net,spring boot,data science,spark,SCALA,,14 DAYS AGO,System Analyst,IT-Software, Software Services,IT Software - Other,"Full Time, Permanent",Programming & Design
Machine Learning / Data Scientist: Hyderabad / Pune,TEZRA INDIA PRIVATE LIMITED  ,,,4-9 Yrs,Not disclosed,"Pune, Hyderabad","IT Skills
Python
Machine Learning
Data scientist
Machine Learning modeling
Data science
Machine Learning
Forecasting",IT Skills,Python,Machine Learning,Data scientist,Machine Learning modeling,Data science,Machine Learning,Forecasting,PREMIUM,18 DAYS AGO,Software Developer,IT-Software, Software Services,IT Software - Application Programming,"Full Time, Permanent",Programming & Design
Data Scientist - Digital Marketing at Piramal Consumer Finance,PIRAMAL,4.2,(237 Reviews),2-6 Yrs,Not disclosed,Mumbai,"Data Science
Business Intelligence
Analytics
Python",Data Science,Business Intelligence,Analytics,Python,,,,,PREMIUM,30+ DAYS AGO,,,,,,
"Data Analyst, Large Customers",Criteo,,,2-6 Yrs,Not disclosed,Gurgaon,"IT Skills
Python
Data Science
Big Data
Tableau
SSP
Automation
Data analysis",IT Skills,Python,Data Science,Big Data,Tableau,SSP,Automation,Data analysis,,23 DAYS AGO,Business/EDP Analyst,IT-Software, Software Services,ITES,"Full Time, Permanent",Operations
Tableau Data Analyst,iMerit Technology Services,3.6,(82 Reviews),3-5 Yrs,Not disclosed,Kolkata,"IT Skills
Testing
Data Science
Tableau
Computer science
tableau
Publishing
Excel",IT Skills,Testing,Data Science,Tableau,Computer science,tableau,Publishing,Excel,,30+ DAYS AGO,Business Analyst,IT-Software, Software Services,IT Software - DBA,"Full Time, Permanent",System Design/Implementation/ERP/CRM
